date,NVDA,AAPL,MSFT,MU,AMZN,AMD,GOOGL,AVGO,GOOG,META,TSLA,WMT,INTC,CSCO,COST,QQQ
2025-08-05,,0.2715536231137883,,,,,0.3026082164089467,,0.2992049173569835,0.2947861522411948,0.5248127728631968,,,,0.2323411993341785,
2025-08-06,,0.2503247715313618,,,,,0.2947009478261155,,0.2903792483408297,0.2831251032565133,0.5116340125396058,,,,0.241998532921525,
2025-08-07,,0.2398147923960906,,,,,0.3035750223200046,,0.2994927731239415,0.2816482610797223,0.5180034638163329,,,,0.2502137563481904,
2025-08-08,,0.2444817630867586,,,,,0.2925493058934419,,0.2888488249446739,0.2711629148585984,0.5183470340659272,,,,0.242423853587323,
2025-08-11,,0.2419432126638802,,,,,0.3064197313813103,,0.3028042547347455,0.2812254785515055,0.5309440685003405,,,,0.2574157870413184,
2025-08-12,,0.2359851232920816,,,,,0.3110957132562232,,0.3061845389626571,0.2871362812712345,0.5091183128190115,,,,0.2521086991933035,
2025-08-13,,0.2400394178072188,,,,,0.316966995982159,,0.3081281758160205,0.2790163271723871,0.5136054786202683,,,,0.2444976403606423,
2025-08-14,,0.2296838059161254,,,,,0.32657940181442,,0.3321756908784432,0.2689533856111611,0.5151883878599466,,,,0.2437506392656542,
2025-08-15,,0.2259282710401969,,,,,0.3189089179322472,,0.3080773926073688,0.2788688056353764,0.517567424937489,,,,0.2421815774316152,
2025-08-18,0.4228254115732842,0.2305409372136821,0.2353145800737545,,0.2330307412495167,0.4492329340649966,0.3235455791603319,,0.3185844277644745,0.281145250494417,0.5122324692261205,0.28358279063648,,0.2769947667493626,0.2412322642935427,
2025-08-19,0.441834579052314,0.2224587891989013,0.2306962570707793,,0.2353898017213137,0.4564931379810761,0.3412557091743345,,0.3353491059829027,0.2793981159253429,0.5192730785831138,0.2993094554564152,,0.2783942064359667,0.2550571913869199,
2025-08-20,0.4481010057298433,0.2279168847386016,0.22084693428777,,0.2422406332593152,0.4530660835937935,0.3513894380564645,,0.3377757060640667,0.2795696618581675,0.539465868401191,0.3098147791075976,,0.2824588294293932,0.2747732646318303,
2025-08-21,0.4540322439499491,0.2226587233549996,0.2259688356147745,,0.2451019349458596,0.4477450168264913,0.3507745646172686,,0.3451554337898596,0.2812842223745262,0.5515325554237617,0.2142685317924597,,0.288245195626922,0.2588702134665769,
2025-08-22,0.4487012185022518,0.2206149934319271,0.2117174299692539,,0.2307061498927989,0.4343916048715361,0.3375591231857152,,0.3406186612308848,0.26436519698448,0.5319835321813172,0.2051875193686578,,0.2784950345373836,0.2304267358027602,
2025-08-25,0.466595879304603,0.2377824468774754,0.2137298358068929,,0.2361284066081498,0.43474551324187,0.352718248214265,,0.3432288544711998,0.2660551550708014,0.5398618244664231,0.2107124956650797,,0.2834487614315463,0.2324413686670415,
2025-08-26,0.4767054429556364,0.2405443162727948,0.2113075973741391,,0.2319094224168776,0.4467364386461857,0.3703330598675889,,0.3543878093174912,0.2635032451754531,0.5365603862281333,0.2008811235135809,,0.3234819191824685,0.2318756433843304,
2025-08-27,0.4735521021348973,0.2398118931720251,0.2154164835475287,,0.2340808246684499,0.4488318884228621,0.3929735298872704,,0.3812222497648576,0.2654836132907611,0.5269879251383485,0.2014905356271705,,0.3256600714857516,0.2403248819204501,
2025-08-28,0.3379455893750819,0.2367466743732049,0.2016953140396255,,0.228430821755252,0.4091192955000725,0.375420199709139,,0.3392921478704876,0.2521770699745728,0.5126474744698041,0.2044330530242811,,0.3582727882275603,0.2246053783015068,
2025-08-29,0.3372862201498874,0.2268522623184569,0.2176380570509966,,0.2240299173598476,0.4101645245890081,0.3881429409670121,,0.3752274937377428,0.2556680033138991,0.5120966213378862,0.1926053048829075,,0.3493840696025828,0.2174786780963794,
2025-09-02,0.3532163268118974,0.2481596097140053,0.234130458006227,,0.2394875363032512,0.4442977241366315,0.4041082151288067,,0.4009840979348725,0.2772723154424549,0.5548504207317054,0.2013528593447252,0.6814193341771655,0.3381571841875533,0.2246194104972337,
2025-09-03,0.3361174704134557,0.2315836247905816,0.2262776349716905,,0.2384993332779453,0.4230054554640444,0.3269987093739236,,0.3221863099579571,0.2671749450842296,0.5495462784807391,0.2057677420548585,0.7071466127708429,0.3465620787927767,0.2407909101625216,
2025-09-04,0.3164592921957843,0.2207117756676819,0.219999599442809,,0.2513623697249931,0.4128722378338293,0.2901091429635045,,0.288102161798722,0.2976923159108565,0.5275013426952089,0.2125660069430606,0.684913257334815,0.3548149431626415,0.2718580583270498,
2025-09-05,0.3317543587385709,0.2180830190978668,0.2114381417295502,,0.2416294172486944,0.4058984553336644,0.2873841157129132,,0.2831067723647504,0.3018557130031368,0.5320210091526308,0.20707108594704,0.6776588259463817,0.3005466637117849,0.2731317746754955,
2025-09-08,0.3340043132368254,0.2416234633659381,0.2123205814047006,,0.2687818617828348,0.4174670821657315,0.2910013667104835,0.4306610144118716,0.2870233610467566,0.3103755611947636,0.5299791875098318,0.2411836464507343,0.6072548109593868,0.3253258488989458,0.2908197333922239,
2025-09-09,0.3341702389128335,0.248778805957737,0.2154371433273078,,0.2735998238474428,0.4211078909967822,0.2917715702875298,0.4013938305240612,0.2887316033313735,0.3135909859092398,0.5183054663301315,0.2493908489475435,0.6419033000738388,0.3536240883505332,0.3018060130964432,0.1441120834818415
2025-09-10,0.3584642055719827,0.2969853137979325,0.2223496969144729,,0.2784561425848986,0.4438610394147209,0.3005824384004785,0.6191127434146309,0.2956852000388636,0.3146101939383725,0.5281153655324915,0.2411774257211635,0.6791308983248076,0.418628395756734,0.2901211118198387,0.1467382389080867
2025-09-11,0.3189859496475065,0.2649587602687169,0.2149794614587415,,0.2635302479612431,0.4115763294815996,0.3022203301003401,0.5212153409670366,0.2982534658457951,0.3061700528741481,0.549548146302912,0.2574585472760628,0.6474963646079852,0.4027216359263602,0.2973048182785034,0.1489175423874331
2025-09-12,0.3009001185253296,0.2513183971444604,0.2298060303453489,0.5068734942888758,0.2561647764641555,0.4142885529261106,0.3034117192969491,0.5301833352631223,0.2938912502834687,0.308423271060626,0.571277838028854,0.2654734529326891,0.7403987266939402,0.3323371340193851,0.296504090961912,0.1511429911067504
2025-09-15,0.3743143743676766,0.2785841384223879,0.2499355275527497,0.6035074743968661,0.317936149116001,0.491949901615504,0.3963655031455134,0.7074789628915539,0.3963474260376118,0.3305167464638297,0.5852281658564015,0.3524714748639177,0.7070505431276722,0.4557960671290433,0.3091429682323003,0.1586768478544894
2025-09-16,0.4016573779173832,0.3032941854132518,0.2450923536581197,0.5756076472193773,0.3235663460907586,0.512915072745666,0.3850313610340722,0.7600611593172774,0.3802317770782172,0.349499882448166,0.5677573100889847,0.3781599268850928,0.718176217108747,0.4952310544998649,0.301853682655968,0.1666507570952448
2025-09-17,0.4489786058060845,0.3005268337664699,0.2341484352322381,0.5543475466687803,0.3169293043636702,0.5423945118837161,0.3893265377332706,0.623194219645894,0.3839300333042242,0.3419140916055177,0.5607852235112332,0.4988184465047696,0.6725785052300133,0.6364957968914874,0.3080488470554818,0.1634308279210247
2025-09-18,0.4120427043989921,0.3575075520645223,0.2367643828241559,0.8507285480524585,0.3228154390950521,0.5791973810850747,0.3660414325700659,0.6439666881905018,0.3589358305595778,0.3418121890007381,0.558962399595953,0.5673523046844428,0.6808264676209904,1.136536623697577,0.294733565027668,0.1647240808017233
2025-09-19,,,0.2444332789137024,,,,,,,0.3343856035381489,0.5413985519807103,,0.674598806314512,,0.3007002587588481,0.1740305124289678
2025-09-22,0.3939299126018079,0.2640503020332547,0.2552195608394328,,0.2988850916297673,,0.3058837630754956,0.4485165046629927,0.3055737715782263,0.3356589649999539,0.558066311041916,0.2326949405902177,0.736242602139854,0.2833642686650202,0.3017349057026826,0.1837182457478705
2025-09-23,0.383984381999163,0.2581106090246505,0.2578414849360263,,0.3209288201187152,,0.3135775434767315,0.4453054570534632,0.3108006159393511,0.3325096047222703,0.5578003496424959,0.2249032372008238,0.7247545601195161,0.262800406422356,0.3145100742586461,0.1870991497326544
2025-09-24,0.3626768278127609,0.2461113781415985,0.2454579009497562,,0.3196701662505604,,0.3062640284085858,0.4310681225500112,0.3047665319749323,0.3389967780642552,0.5436399869327385,0.2265792802590165,0.718726441563901,0.2591004645968068,0.3066574167352187,0.1839826813307793
2025-09-25,0.3616963766344707,0.2620927940389467,0.2468395805287165,,0.3198515369455057,,0.3085250041379849,0.4292613293175191,0.3041784633226813,0.3310403060601957,0.5437476347347896,0.2281885043476817,0.7647711615012243,0.284316171801354,0.3029084783229421,0.1805095325271689
2025-09-26,0.3342624897371057,0.2432498469901606,0.2383426473936572,,0.2996794221053013,,0.2902182409812091,0.4017908768928267,0.2880926051050422,0.3088367564884309,0.5351513477343597,0.209863594414255,0.7344317025507208,0.2622963737465716,0.2228592641641661,0.1751541371798236
2025-09-29,0.3529714132819231,0.2474176748127672,0.2573635926650321,,0.2998748353421732,,0.2980207245165036,0.4313833366912885,0.3088343164103193,0.3283320066687306,0.5470943477195421,0.215230350692983,0.7478187767775761,0.2761300401030649,0.2296864518346237,0.1771531026648191
2025-09-30,0.3916761027581443,0.2444221341437844,0.2519460381214595,,0.2988974114156801,,0.3154079107755639,0.4269487291134401,0.312049963554347,0.3213604782165159,0.5525304538448197,0.2217056072593947,0.7153580441380188,0.2819232365840019,0.2364923449641531,0.1719440789354361
